Datetime,Hour,DayOfWeek,Month,Year,IsWeekend,IsHoliday,Predicted_MW
2018-08-30 22:00:00,22,3,8,2018,0,0,5889.07
2018-08-30 23:00:00,23,3,8,2018,0,0,5463.5
2018-08-31 00:00:00,0,4,8,2018,0,0,4999.83
2018-08-31 01:00:00,1,4,8,2018,0,0,4619.33
2018-08-31 02:00:00,2,4,8,2018,0,0,4343.35
2018-08-31 03:00:00,3,4,8,2018,0,0,4205.78
2018-08-31 04:00:00,4,4,8,2018,0,0,4144.5
2018-08-31 05:00:00,5,4,8,2018,0,0,4182.61
2018-08-31 06:00:00,6,4,8,2018,0,0,4341.55
2018-08-31 07:00:00,7,4,8,2018,0,0,4689.98
2018-08-31 08:00:00,8,4,8,2018,0,0,4948.3
2018-08-31 09:00:00,9,4,8,2018,0,0,5167.04
2018-08-31 10:00:00,10,4,8,2018,0,0,5415.03
2018-08-31 11:00:00,11,4,8,2018,0,0,5675.66
2018-08-31 12:00:00,12,4,8,2018,0,0,5827.42
2018-08-31 13:00:00,13,4,8,2018,0,0,5972.06
2018-08-31 14:00:00,14,4,8,2018,0,0,6121.04
2018-08-31 15:00:00,15,4,8,2018,0,0,6193.26
2018-08-31 16:00:00,16,4,8,2018,0,0,6313.05
2018-08-31 17:00:00,17,4,8,2018,0,0,6423.95
2018-08-31 18:00:00,18,4,8,2018,0,0,6453.36
2018-08-31 19:00:00,19,4,8,2018,0,0,6324.33
2018-08-31 20:00:00,20,4,8,2018,0,0,6150.04
2018-08-31 21:00:00,21,4,8,2018,0,0,5964.17
2018-08-31 22:00:00,22,4,8,2018,0,0,5767.57
2018-08-31 23:00:00,23,4,8,2018,0,0,5382.27
2018-09-01 00:00:00,0,5,9,2018,1,0,4959.09
2018-09-01 01:00:00,1,5,9,2018,1,0,4594.18
2018-09-01 02:00:00,2,5,9,2018,1,0,4326.53
2018-09-01 03:00:00,3,5,9,2018,1,0,4172.89
2018-09-01 04:00:00,4,5,9,2018,1,0,4070.36
2018-09-01 05:00:00,5,5,9,2018,1,0,4025.49
2018-09-01 06:00:00,6,5,9,2018,1,0,4092.05
2018-09-01 07:00:00,7,5,9,2018,1,0,4161.75
2018-09-01 08:00:00,8,5,9,2018,1,0,4305.82
2018-09-01 09:00:00,9,5,9,2018,1,0,4635.81
2018-09-01 10:00:00,10,5,9,2018,1,0,4907.5
2018-09-01 11:00:00,11,5,9,2018,1,0,5177.85
2018-09-01 12:00:00,12,5,9,2018,1,0,5341.88
2018-09-01 13:00:00,13,5,9,2018,1,0,5439.4
2018-09-01 14:00:00,14,5,9,2018,1,0,5606.28
2018-09-01 15:00:00,15,5,9,2018,1,0,5671.85
2018-09-01 16:00:00,16,5,9,2018,1,0,5758.87
2018-09-01 17:00:00,17,5,9,2018,1,0,5821.4
2018-09-01 18:00:00,18,5,9,2018,1,0,5901.18
2018-09-01 19:00:00,19,5,9,2018,1,0,5835.72
2018-09-01 20:00:00,20,5,9,2018,1,0,5805.23
2018-09-01 21:00:00,21,5,9,2018,1,0,5752.65
2018-09-01 22:00:00,22,5,9,2018,1,0,5528.8
2018-09-01 23:00:00,23,5,9,2018,1,0,5173.55
2018-09-02 00:00:00,0,6,9,2018,1,0,4758.72
